roc_auc,pr_auc,accuracy,balanced_accuracy,precision,recall,specificity,f1,brier_score,log_loss,model,feature_set,repeat,fold,random_state,n_train,n_test,positive_rate_train,positive_rate_test
0.7708572845517458,0.9433878363086106,0.8421052631578947,0.5594102928247785,0.8537477148080439,0.9790356394129979,0.13978494623655913,0.912109375,0.11764686868080114,0.3763551921386179,channel_plus_length,channel_presence_plus_length,4,0,42,2277,570,0.8361879666227492,0.8368421052631579
0.8035490792061505,0.9513013085963312,0.8350877192982457,0.5,0.8350877192982457,1.0,0.0,0.9101338432122371,0.11331429915953126,0.36102110036721563,channel_plus_length,channel_presence_plus_length,4,1,42,2277,570,0.836627140974967,0.8350877192982457
0.8003298093430922,0.9482191084610923,0.8400702987697716,0.5496860034336315,0.8506375227686703,0.9810924369747899,0.11827956989247312,0.911219512195122,0.1125498869610924,0.36169170411193213,channel_plus_length,channel_presence_plus_length,4,2,42,2278,569,0.8362598770851625,0.836555360281195
0.7946597994036323,0.9478411124123438,0.836555360281195,0.5,0.836555360281195,1.0,0.0,0.9110047846889953,0.11348245626453518,0.3641233020462323,channel_plus_length,channel_presence_plus_length,4,3,42,2278,569,0.8362598770851625,0.836555360281195
0.7688284991415921,0.9432834218537802,0.8330404217926186,0.5325065510074998,0.8457350272232305,0.9789915966386554,0.08602150537634409,0.9074975657254138,0.11977125616829833,0.38051431199351726,channel_plus_length,channel_presence_plus_length,4,4,42,2278,569,0.8362598770851625,0.836555360281195
0.7590789206735645,0.9381256922974195,0.8157894736842105,0.565327652667884,0.8563218390804598,0.9371069182389937,0.1935483870967742,0.8948948948948949,0.12145031549366701,0.38849364580783285,channel_plus_length,channel_presence_plus_length,5,0,42,2277,570,0.8361879666227492,0.8368421052631579
0.7938606293581262,0.946793004332183,0.8350877192982457,0.5,0.8350877192982457,1.0,0.0,0.9101338432122371,0.11354833141490227,0.36606894576121024,channel_plus_length,channel_presence_plus_length,5,1,42,2277,570,0.836627140974967,0.8350877192982457
0.7998780157224179,0.9471554325770838,0.8453427065026362,0.5441854161019246,0.8489208633093526,0.9915966386554622,0.0967741935483871,0.9147286821705426,0.11108581915520091,0.3606136114378408,channel_plus_length,channel_presence_plus_length,5,2,42,2278,569,0.8362598770851625,0.836555360281195
0.8012333965844403,0.9550074034346848,0.827768014059754,0.5033997469955724,0.8375,0.9852941176470589,0.021505376344086023,0.9054054054054054,0.11702685786990223,0.3642281396841308,channel_plus_length,channel_presence_plus_length,5,3,42,2278,569,0.8362598770851625,0.836555360281195
0.7808575042920394,0.9466667655580299,0.836555360281195,0.5216296195897714,0.8425760286225402,0.9894957983193278,0.053763440860215055,0.9101449275362319,0.11608894151671736,0.3707947789272867,channel_plus_length,channel_presence_plus_length,5,4,42,2278,569,0.8362598770851625,0.836555360281195
0.7834922567119766,0.9473791707680779,0.8368421052631579,0.5,0.8368421052631579,1.0,0.0,0.9111747851002865,0.11598818014566403,0.37085218414297333,channel_plus_length,channel_presence_plus_length,6,0,42,2277,570,0.8361879666227492,0.8368421052631579
0.762806186304309,0.9332433361583118,0.8263157894736842,0.5929286608260326,0.8631984585741811,0.9411764705882353,0.24468085106382978,0.9005025125628141,0.11942967858811575,0.3882232408396635,channel_plus_length,channel_presence_plus_length,6,1,42,2277,570,0.836627140974967,0.8350877192982457
0.7814674256799494,0.9457223079718517,0.8330404217926186,0.5281806270895455,0.8444846292947559,0.9810924369747899,0.07526881720430108,0.9076773566569485,0.11683328196965084,0.3726283962871869,channel_plus_length,channel_presence_plus_length,6,2,42,2278,569,0.8362598770851625,0.836555360281195
0.8253139965663683,0.960032777443352,0.836555360281195,0.5,0.836555360281195,1.0,0.0,0.9110047846889953,0.11019415466073712,0.3473768691743199,channel_plus_length,channel_presence_plus_length,6,3,42,2278,569,0.8362598770851625,0.836555360281195
0.7839635854341738,0.9460111492786081,0.8260105448154658,0.5239789464172766,0.843351548269581,0.9726890756302521,0.07526881720430108,0.9034146341463415,0.11594205942005176,0.3702727762625804,channel_plus_length,channel_presence_plus_length,6,4,42,2278,569,0.8362598770851625,0.836555360281195
0.7878767385766777,0.9500771830198846,0.8368421052631579,0.5,0.8368421052631579,1.0,0.0,0.9111747851002865,0.11683736895895445,0.3679987262591833,channel_plus_length,channel_presence_plus_length,7,0,42,2277,570,0.8361879666227492,0.8368421052631579
0.7964978544609334,0.9517000431489607,0.8350877192982457,0.517074915072412,0.8398576512455516,0.9915966386554622,0.0425531914893617,0.9094412331406551,0.11606584208018782,0.3651965204180529,channel_plus_length,channel_presence_plus_length,7,1,42,2277,570,0.836627140974967,0.8350877192982457
0.778372639378332,0.9404192525748654,0.8453427065026362,0.5485113400198789,0.8501805054151624,0.9894957983193278,0.10752688172043011,0.9145631067961165,0.11529167650382469,0.3761487967855792,channel_plus_length,channel_presence_plus_length,7,2,42,2278,569,0.8362598770851625,0.836555360281195
0.8082474925454053,0.9521863828533337,0.836555360281195,0.5,0.836555360281195,1.0,0.0,0.9110047846889953,0.10920753148275815,0.35399412599375774,channel_plus_length,channel_presence_plus_length,7,3,42,2278,569,0.8362598770851625,0.836555360281195
0.7622887864823348,0.9391659028352277,0.8242530755711776,0.548884069756935,0.8507462686567164,0.957983193277311,0.13978494623655913,0.9011857707509882,0.12096222428278344,0.38674691932195876,channel_plus_length,channel_presence_plus_length,7,4,42,2278,569,0.8362598770851625,0.836555360281195
0.7327156736773294,0.9338142874880231,0.8192982456140351,0.5371272063298844,0.8475836431226765,0.9559748427672956,0.11827956989247312,0.8985221674876848,0.12626641238182068,0.4013054575251414,channel_plus_length,channel_presence_plus_length,8,0,42,2277,570,0.8361879666227492,0.8368421052631579
0.8264907026640443,0.9562119309956355,0.8350877192982457,0.5,0.8350877192982457,1.0,0.0,0.9101338432122371,0.10780214348240386,0.3469524956743906,channel_plus_length,channel_presence_plus_length,8,1,42,2277,570,0.836627140974967,0.8350877192982457
0.826556429023222,0.9570279871318952,0.836555360281195,0.5,0.836555360281195,1.0,0.0,0.9110047846889953,0.10868287839865881,0.3466102762162818,channel_plus_length,channel_presence_plus_length,8,2,42,2278,569,0.8362598770851625,0.836555360281195
0.7698676244691425,0.9422187936788691,0.8330404217926186,0.5022250835818198,0.8371681415929203,0.9936974789915967,0.010752688172043012,0.9087415946205571,0.11947560247777225,0.3821678927604699,channel_plus_length,channel_presence_plus_length,8,3,42,2278,569,0.8362598770851625,0.836555360281195
0.7765315803740852,0.9443655298952379,0.8295254833040422,0.5779908737688624,0.8595825426944972,0.9516806722689075,0.20430107526881722,0.9032901296111665,0.11787470248734672,0.37613747408580434,channel_plus_length,channel_presence_plus_length,8,4,42,2278,569,0.8362598770851625,0.836555360281195
0.7650639074863056,0.9414929522556031,0.8298245614035088,0.5304321363359707,0.8454545454545455,0.9748427672955975,0.08602150537634409,0.9055501460564752,0.1189931955067847,0.3806297941052001,channel_plus_length,channel_presence_plus_length,9,0,42,2277,570,0.8361879666227492,0.8368421052631579
0.7699803325585554,0.9435276776878829,0.8403508771929824,0.5415698194171286,0.8468468468468469,0.9873949579831933,0.09574468085106383,0.9117361784675073,0.11866771812437575,0.3795054377996226,channel_plus_length,channel_presence_plus_length,9,1,42,2277,570,0.836627140974967,0.8350877192982457
0.8268839793982109,0.9557528330775431,0.836555360281195,0.5,0.836555360281195,1.0,0.0,0.9110047846889953,0.10837689219265806,0.34735393872730336,channel_plus_length,channel_presence_plus_length,9,2,42,2278,569,0.8362598770851625,0.836555360281195
0.7875779343995662,0.9457257703583682,0.8330404217926186,0.5238547031715912,0.8432432432432433,0.9831932773109243,0.06451612903225806,0.9078564500484966,0.115929832402942,0.3702034872135345,channel_plus_length,channel_presence_plus_length,9,3,42,2278,569,0.8362598770851625,0.836555360281195
0.7860870154513419,0.9458760156755914,0.8383128295254832,0.5572874311014728,0.8529411764705882,0.9747899159663865,0.13978494623655913,0.9098039215686274,0.11563691593330797,0.3701383600043946,channel_plus_length,channel_presence_plus_length,9,4,42,2278,569,0.8362598770851625,0.836555360281195
0.7451139514438359,0.9326316201206937,0.8350877192982457,0.6071549333874349,0.8689788053949904,0.9454926624737946,0.26881720430107525,0.9056224899598394,0.12212558421101685,0.39437581035400754,enhanced_journey_logistic,full_enhanced_features,0,0,42,2277,570,0.8361879666227492,0.8368421052631579
0.7945534596817451,0.9491061380213672,0.8350877192982457,0.5981807616663687,0.8645038167938931,0.9516806722689075,0.24468085106382978,0.906,0.11677701313369264,0.37558169481465453,enhanced_journey_logistic,full_enhanced_features,0,1,42,2277,570,0.836627140974967,0.8350877192982457
0.7797167253998374,0.9452617786251172,0.8330404217926186,0.5800917141049968,0.8601134215500945,0.9558823529411765,0.20430107526881722,0.9054726368159204,0.11767227656751372,0.38154355463997897,enhanced_journey_logistic,full_enhanced_features,0,2,42,2278,569,0.8362598770851625,0.836555360281195
0.8128557874762808,0.9501852296588351,0.836555360281195,0.5389333152615885,0.8475499092558983,0.9810924369747899,0.0967741935483871,0.9094449853943525,0.11140656920979579,0.36245031013656076,enhanced_journey_logistic,full_enhanced_features,0,3,42,2278,569,0.8362598770851625,0.836555360281195
0.7713133640552996,0.9467295993495808,0.8295254833040422,0.5866427216047709,0.8623326959847036,0.9474789915966386,0.22580645161290322,0.9029029029029029,0.12068793245330776,0.38543386767313437,enhanced_journey_logistic,full_enhanced_features,0,4,42,2278,569,0.8362598770851625,0.836555360281195
0.7796262482811478,0.9475496149262297,0.8263157894736842,0.5629607087306417,0.8552631578947368,0.9538784067085954,0.17204301075268819,0.9018830525272548,0.11993187028737239,0.38358181968259164,enhanced_journey_logistic,full_enhanced_features,1,0,42,2277,570,0.8361879666227492,0.8368421052631579
0.7591297157160737,0.9395123903769975,0.8333333333333334,0.5843241551939925,0.8601134215500945,0.9558823529411765,0.2127659574468085,0.9054726368159204,0.12113666718723815,0.3890027548641126,enhanced_journey_logistic,full_enhanced_features,1,1,42,2277,570,0.836627140974967,0.8350877192982457
0.7835908556971176,0.9433794082204149,0.8418277680140598,0.5723660431914701,0.8574074074074074,0.9726890756302521,0.17204301075268819,0.9114173228346457,0.1146537789246817,0.3739499242151513,enhanced_journey_logistic,full_enhanced_features,1,2,42,2278,569,0.8362598770851625,0.836555360281195
0.8165943796873588,0.9545816773604336,0.8576449912126538,0.6077753682118008,0.8677839851024208,0.9789915966386554,0.23655913978494625,0.9200394866732478,0.11078905808508134,0.36101148163044344,enhanced_journey_logistic,full_enhanced_features,1,3,42,2278,569,0.8362598770851625,0.836555360281195
